t1,ch1,t2,ch2
-0.00076521875,1.1038221549987794,-0.0007650937499999999,0.0374908447265625
-0.0007642187499999999,1.1038221549987794,-0.0007640937499999999,0.027493286132812503
-0.00076321875,1.1038221549987794,-0.00076309375,0.027493286132812503
-0.00076221875,1.1088267326354981,-0.00076209375,0.017495727539062502
-0.00076121875,1.0888084220886232,-0.0007610937499999999,0.027493286132812503
-0.0007602187499999999,1.1138313102722168,-0.0007600937499999999,0.027493286132812503
-0.00075921875,1.0988175773620605,-0.00075909375,0.027493286132812503
-0.00075821875,1.0988175773620605,-0.00075809375,0.017495727539062502
-0.00075721875,1.1038221549987794,-0.00075709375,0.0224945068359375
-0.00075621875,1.1138313102722168,-0.0007560937499999999,0.027493286132812503
-0.0007552187499999999,1.0988175773620605,-0.0007550937499999999,0.0224945068359375
-0.00075421875,1.1038221549987794,-0.00075409375,0.0324920654296875
-0.00075321875,1.0938129997253419,-0.00075309375,0.027493286132812503
-0.00075221875,1.1138313102722168,-0.0007520937499999999,0.0374908447265625
-0.0007512187499999999,1.0988175773620605,-0.0007510937499999999,0.0024993896484375
-0.00075021875,1.0988175773620605,-0.00075009375,0.027493286132812503
-0.00074921875,1.0838038444519043,-0.00074909375,0.0224945068359375
-0.00074821875,1.0888084220886232,-0.00074809375,0.027493286132812503
-0.0007472187499999999,1.0888084220886232,-0.0007470937499999999,0.0124969482421875
-0.0007462187499999999,1.0988175773620605,-0.0007460937499999999,0.017495727539062502
-0.00074521875,1.1038221549987794,-0.00074509375,0.0324920654296875
-0.00074421875,1.1138313102722168,-0.00074409375,0.0374908447265625
-0.00074321875,1.1138313102722168,-0.0007430937499999999,0.027493286132812503
-0.0007422187499999999,1.1088267326354981,-0.0007420937499999999,0.0374908447265625
-0.00074121875,1.1038221549987794,-0.00074109375,0.017495727539062502
-0.00074021875,1.1188358879089355,-0.00074009375,0.017495727539062502
-0.00073921875,1.0988175773620605,-0.00073909375,0.0374908447265625
-0.0007382187499999999,1.0838038444519043,-0.0007380937499999999,0.0374908447265625
-0.0007372187499999999,1.1038221549987794,-0.0007370937499999999,0.017495727539062502
-0.00073621875,1.128845043182373,-0.00073609375,0.0224945068359375
-0.00073521875,1.1038221549987794,-0.00073509375,0.0324920654296875
-0.00073421875,1.0938129997253419,-0.0007340937499999999,0.0124969482421875
-0.0007332187499999999,1.0988175773620605,-0.0007330937499999999,0.042489624023437506
-0.00073221875,1.0988175773620605,-0.00073209375,0.0124969482421875
-0.00073121875,1.0938129997253419,-0.00073109375,0.027493286132812503
-0.00073021875,1.1038221549987794,-0.00073009375,0.0224945068359375
-0.0007292187499999999,1.1038221549987794,-0.0007290937499999999,0.0224945068359375
-0.0007282187499999999,1.0988175773620605,-0.0007280937499999999,0.027493286132812503
-0.00072721875,1.1088267326354981,-0.00072709375,0.042489624023437506
-0.00072621875,1.1088267326354981,-0.00072609375,0.047488403320312504
-0.00072521875,1.1038221549987794,-0.0007250937499999999,0.0124969482421875
-0.0007242187499999999,1.1138313102722168,-0.0007240937499999999,0.0324920654296875
-0.00072321875,0.7635108757019043,-0.00072309375,-0.5173736572265626
-0.00072221875,0.07287916183471681,-0.00072209375,-0.41239929199218756
-0.00072121875,0.027837963104248048,-0.00072109375,-0.23744201660156253
-0.0007202187499999999,0.017828807830810547,-0.0007200937499999999,-0.11247253417968751
-0.0007192187499999999,0.002815074920654297,-0.0007190937499999999,-0.0374908447265625
-0.00071821875,0.007819652557373047,-0.00071809375,-0.0074981689453125005
