t1,ch1,t2,ch2
-37.497,0.929048194885254,-37.496999875,2.625111198425293
-37.447004,0.929048194885254,-37.447003875,2.6301137924194338
-37.397008,0.9190985488891602,-37.397007875,2.5300619125366213
-37.347012,0.9141237258911133,-37.347011875,2.450020408630371
-37.297016,0.9240733718872071,-37.297015875,2.450020408630371
-37.24702,0.9091489028930665,-37.247019875,2.369978904724121
-37.197024,0.8991992568969728,-37.197023875,2.2999425888061524
-37.147028,0.9041740798950196,-37.147027875,2.3149503707885746
-37.097032,0.8942244338989258,-37.097031875,2.249916648864746
-37.047036,0.8991992568969728,-37.047035875,2.2999425888061524
-36.99704,0.8942244338989258,-36.997039875,2.334960746765137
-36.947044,0.8942244338989258,-36.947043875,2.2699270248413086
-36.897048,0.8991992568969728,-36.897047875,2.510051536560059
-36.847052,0.9141237258911133,-36.847051875,2.8452253341674805
-36.797056,0.9141237258911133,-36.797055875,2.8352201461791995
-36.74706,0.9240733718872071,-36.747059875,2.945277214050293
-36.697064,0.9190985488891602,-36.697063875,2.92026424407959
-36.647068,0.9041740798950196,-36.647067875,2.7801916122436525
-36.597072,0.9190985488891602,-36.597071875,2.770186424255371
-36.547076,0.9041740798950196,-36.547075875,2.640118980407715
-36.49708,0.8991992568969728,-36.497079875,2.5250593185424806
-36.447084,0.9091489028930665,-36.447083875,2.5500722885131837
-36.397088,0.8991992568969728,-36.397087875,2.4450178146362305
-36.347091999999996,0.889249610900879,-36.347091875,2.455023002624512
-36.297095999999996,0.8991992568969728,-36.297095875,2.4950437545776367
-36.247099999999996,0.889249610900879,-36.247099874999996,2.394991874694824
-36.197103999999996,0.889249610900879,-36.197103874999996,2.319952964782715
-36.147107999999996,0.8743251419067384,-36.147107874999996,2.239911460876465
-36.097111999999996,0.889249610900879,-36.097111874999996,2.2949399948120117
-36.047116,0.8842747879028321,-36.047115875,2.3399633407592777
-35.99712,0.8792999649047852,-35.997119875,2.2849348068237307
-35.947124,0.8743251419067384,-35.947123875,2.1848829269409182
-35.897128,0.8842747879028321,-35.897127875,2.4750333786010743
-35.847132,0.8991992568969728,-35.847131875,2.84022274017334
-35.797136,0.8991992568969728,-35.797135875,2.8702383041381836
-35.74714,0.9041740798950196,-35.747139875,2.970290184020996
-35.697144,0.8942244338989258,-35.697143875,2.8602331161499026
-35.647148,0.8991992568969728,-35.647147875,2.815209770202637
-35.597152,0.9041740798950196,-35.597151875,2.68013973236084
-35.547156,0.8842747879028321,-35.547155875,2.575085258483887
-35.49716,0.8842747879028321,-35.497159875,2.565080070495606
-35.447164,0.889249610900879,-35.447163875,2.5850904464721682
-35.397168,0.8792999649047852,-35.397167875,2.480035972595215
-35.347172,0.8792999649047852,-35.347171875,2.505048942565918
-35.297176,0.8792999649047852,-35.297175875,2.415002250671387
-35.24718,0.8743251419067384,-35.247179875,2.3399633407592777
-35.197184,0.8792999649047852,-35.197183875,2.3549711227416994
-35.147188,0.8743251419067384,-35.147187875,2.27993221282959
-35.097192,0.8693503189086915,-35.097191875,2.319952964782715
-35.047196,0.8693503189086915,-35.047195875,2.369978904724121
-34.9972,0.8594006729125977,-34.997199875,2.174877738952637
-34.947204,0.8643754959106447,-34.947203875,2.2299062728881838
-34.897208,0.8693503189086915,-34.897207875,2.2849348068237307
-34.847212,0.8693503189086915,-34.847211875,2.565080070495606
-34.797216,0.8842747879028321,-34.797215875,2.935272026062012
-34.74722,0.8942244338989258,-34.747219875,2.935272026062012
-34.697224,0.8942244338989258,-34.697223875,3.0353239059448245
-34.647228,0.889249610900879,-34.647227875,2.8852460861206057
